Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,image,360_image
Heavy Metal F.A.K.K. 2,Software,CD-ROM,Game,Shooter,Heavy Metal F.A.K.K. 2,,Gathering of Developers,,Ritual Entertainment,,,Gathering of Developers,English,2000,,,,,,,,,,,Windows/Macintosh,2021.12.31,,Wenhua Shi,Includes bonus disc,,
Planescape: Torment,Software,CD-ROM,Game,Role-Playing,Planescape: Torment,,Interplay Entertainment,,Black Isle Studios,,,Interplay Entertainment,English,1999,,CD-C95-1306-0/1,,,,,,,,,Windows,2021.12.32.1-2,,Wenhua Shi,,,
Soulbringer,Software,CD-ROM,Game,Role-Playing,Soulbringer,,Interplay Entertainment,,Infogrames,,,Interplay Entertainment,English,1999,,CD-C95-1306-3/4,,,,,,,,,Windows 95/98,2021.12.33.1-2,,Wenhua Shi,,,
Myst,Software,CD-ROM,Game,Puzzle,Myst,,Broderbund,,Cyan Productions,,,Broderbund,English,1996,,18202201,,,,,,,,,Windows 3.1/Windows 95,2021.12.34,,Wenhua Shi,,,
Diablo II,Software,CD-ROM,Game,Action Role-Playing,Diablo II,,,,Blizzard North,,,Blizzard Entertainment,English,2000,,S7092910-30,,,,,,,,,Windows 2000.98.95.NT,2021.12.35.1-3,,Wenhua Shi,,,
The New Adventures of The Time Machine,Software,CD-ROM,Game,Adventure,The New Adventures of The Time Machine,,,,Cryo Interactive Entertainment,,,Cryo Interactive Entertainment,English,2000,,,,,,,,,,,Windows 98/95,2021.12.36.1-2,,Wenhua Shi,,,
EA Sports Championship Bass,Software,CD-ROM,Game,Sports,EA Sports Championship Bass,,,,EA Sports,,,Electronic Arts,English,1999,,1202607,,,,,,,,,Windows 98/95,2021.12.37 ,,Wenhua Shi,,,
Shock Wave,Software,ROM Optical Disc,Game,Flight Simulator,Shock Wave,,,,Advanced Technology Group,,,Electronic Arts,English,1994,,7222,,,,,,,,,3DO Interactive MultiPlayer,2021.12.38,,,,,
Scrapland,Software,ROM Optical Disc,Game,Role-Playing,Scrapland,,,,Mercury Stream,,,Enlight Software,English,2004,,,,,,,,,,,Xbox,2021.12.39,,,,,
Grabbed by the Ghoulies,Software,ROM Optical Disc,Game,Action-Adventure,Grabbed by the Ghoulies,,,,Rare,,,Microsoft Game Studios,English,2003,,,,,,,,,,,Xbox,2021.12.40,,,,,
Ecco The Dolphin,Software,Cartridge,Game,Action-Adventure,Ecco The Dolphin,,,,Sega,,,Sega,English,1992,,670-2201,,,,,,,,,Sega Genesis,2021.12.41,,,,,
Terminal Emulator II,Software,Cartridge,System Utility,Networking,Terminal Emulator II,,,,Texas Instruments,,,Texas Instruments,English,1980,,PHM 3035,,,,,,,,,TI-99/4A,2021.12.51,,,,,
Oddworld: Abe's Oddysee,Software,ROM Optical Disc,Game,Platformer,Oddworld: Abe's Oddysee,,,,GT Interactive Software,,,GT Interactive Software,English,1997,,1-56893-389-4,,,,,,,,,PlayStation 2,2022.1.1,,Dani Emrich,,,
"PlayStation Interactive CD Sampler Pack, Vol. 3",Software,ROM Optical Disc,Demo,Software Sampler,"PlayStation Interactive CD Sampler Pack, Vol. 3",,,,,,,Sony PlayStation,English,1996,,SCUS-94959,,,,,,,,,PlayStation 2,2022.1.2,,Dani Emrich,,,
Oddworld: Abe's Oddysee,Software,ROM Optical Disc,Game,Platformer,Oddworld: Abe's Oddysee,,,,GT Interactive Software,,,GT Interactive Software,English,1998,,1-56893-500-5,,,,,,,,,PlayStation 2,2022.1.3,,Dani Emrich,missing discs 2 & 3,,
EA Sports Triple Play 99,Software,ROM Optical Disc,Game,Sports,EA Sports Triple Play 99,,,,Electronic Arts,,,Electronic Arts,English,1998,,0-7845-1380-5,,,,,,,,,PlayStation 2,2022.1.4,,Dani Emrich,,,
2 Xtreme,Software,ROM Optical Disc,Game,Sports,2 Xtreme,,,,Sony Interactive Studios America,,,Sony Interactive Entertainment Inc.,English,1996,,SCUS-94508,,,,,,,,,PlayStation 2,2022.1.5,,Dani Emrich,,,
Crash Bandicoot,Software,ROM Optical Disc,Game,Action-Adventure,Crash Bandicoot,,,,Universal Studios,,,Universal Studios,English,1996,,SCUS-94900,,,,,,,,,PlayStation 2,2022.1.6,,Dani Emrich,,,
Madden 98,Software,ROM Optical Disc,Game,Sports,Madden 98,,,,Electronic Arts,,,Electronic Arts,English,1997,,0-7845-1068-7,,,,,,,,,PlayStation 2,2022.1.7,,Dani Emrich,,,
Dare Devil Derby 3D,Software,ROM Optical Disc,Game,Racing,Dare Devil Derby 3D,,,,Supersonic,,,"Mindscape, Inc.",English,1996,,0-7911-2455-X,,,,,,,,,PlayStation 2,2022.1.8,,Dani Emrich,,,
Star Wars: Dark Forces,Software,ROM Optical Disc,Game,Action-Adventure,Star Wars: Dark Forces,,,,LucasArts Entertainment Company,,,LucasArts Entertainment Company,English,1994,,SLUS-00297,,,,,,,,,PlayStation 2,2022.1.9,,Dani Emrich,,,
The Original Mario Bros. Arcade Classics Series,Software,Cartridge,Game,Platformer,The Original Mario Bros. Arcade Classics Series,,Nintendo,,Nintendo,,,Nintendo,English,1986,,,,,,,,,,,Nintendo Entertainment Series,2022.1.10,,,,,
Crazy Taxi,Software,ROM Optical Disc,Game,Racing,Crazy Taxi,,,,Hitmaker,,,Sega,English,2001,,SLUS-20202,,,,,,,,,PlayStation 2,2022.1.11,,,,,
Maniac Mansion,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Maniac Mansion,,,,"Activision, Inc.",,,LucasFilm Games,English,1987,,BD-LF1-02A,,,,,,,,,Apple IIe,2022.1.12,,,,,
Leisure Suit Larry: Love for Sail,Software,CD-ROM,Game,Action-Adventure,Leisure Suit Larry: Love for Sail,,,,"Sierra On-Line, Inc.",Al Lowe,,Sierra On-Line,English,1996,,83320433,,,,,,,,,Windows,2022.1.13,,Jas Brooks,Includes re-creation of original scrach-n-sniff card from Jas Brooks,,
Leather Goddesses of Phobos,Software,"5.25"" Floppy Disk",Game,Interactive Fiction,Leather Goddesses of Phobos,,,,"Infocom, Inc.",Steve Meretzky,,"Infocom, Inc.",English,1988,,0-87321-425-0,,,,,,,,,IBM PC,2022.1.14,,Jas Brooks,Includes re-creation of original scrach-n-sniff card from Jas Brooks,,
Leather Goddesses of Phobos,Software,"5.25"" Floppy Disk",Game,Interactive Fiction,Leather Goddesses of Phobos,,,,"Infocom, Inc.",Steve Meretzky,,"Infocom, Inc.",English,1986,,0-87321-301-7,,,,,,,,,IBM PC,2022.1.15,,Jas Brooks,Includes re-creation of original scrach-n-sniff card from Jas Brooks,,
Katamari Damacy,Software,ROM Optical Disc,Game,Puzzle Game,Katamari Damacy,,,,"Namco, Ltd.",Keita Takahashi,,"Namco, Ltd.",English,2004,,SLUS-21008,,,,,,,,,PlayStation 2,2022.1.16,,libi striegl,,,
Grand Theft Auto III,Software,ROM Optical Disc,Game,Action-Adventure,Grand Theft Auto III,,,,Rockstar Games,,,Rockstar Games,English,2001,,SLUS-20062,,,,,,,,,PlayStation 2,2022.1.17,,,,,
Gran Turismo,Software,ROM Optical Disc,Game,Racing,Gran Turismo,,,,Polyphony Digital,,,SCEA,English,1998,,SCUS-94194,,,,,,,,,PlayStation,2022.1.18,,,in case with multiple other titles,,
Boombots,Software,CD-ROM,Game,Fighting,Boombots,,,,"The Neverhood, Inc.",,,SouthPeak Interactive,English,1999,,SLUS-00968,,,,,,,,,,2022.1.19,,,in case with multiple other titles,,
Hot Wheels Turbo Racing,Software,ROM Optical Disc,Game,Racing,Hot Wheels Turbo Racing,,,,Electronic Arts,,,Electronic Arts,English,1999,,SLUS-00964,,,,,,,,,PlayStation,2022.1.20,,,in case with multiple other titles,,
Motocross Mania,Software,ROM Optical Disc,Game,Racing,Motocross Mania,,,,Deibus Studios,,,Take2Interactive,English,2001,,SLUS-01357,,,,,,,,,PlayStation,2022.1.21,,,in case with multiple other titles,,
Wild 9,Software,ROM Optical Disc,Game,Platformer,Wild 9,,,,Shiny Entertainment,David Perry,,Interplay Productions,English,1998,,SLUS-00425,,,,,,,,,PlayStation,2022.1.22,,,in case with multiple other titles,,
NHL 2000,Software,ROM Optical Disc,Game,Sports,NHL 2000,,,,Electronic Arts Canada,,,EA Sports,English,2000,,SLUS-00965,,,,,,,,,PlayStation,2022.1.23,,,in case with multiple other titles,,
Osborne Software Package,Software,"5.25"" Floppy Disk",System Utility,Multiple,Osborne Software Package,,,,,,,,English,1981,,,,,,,,,,,Osborne 1,2022.1.24,,,Contains 5 disks (individually accessioned 2022.1.25 - 2022.1.29) originally shipped with Osborne 1,,
CP/M System,Software,"5.25"" Floppy Disk",System Utility,Operating System,CP/M System,,,,Digital Research,,,Osborne Computer Corporation,English,1981,,3D1002-00 F,,,,,,,,,Osborne 1,2022.1.25,,,In box 2022.1.24,,
CP/M Utility ,Software,"5.25"" Floppy Disk",System Utility,Operating System,CP/M Utility ,,,,Digital Research,,,Osborne Computer Corporation,English,1981,,3D1002-04 D,,,,,,,,,Osborne 1,2022.1.26,,,In box 2022.1.24,,
CBasic/Mbasic,Software,"5.25"" Floppy Disk",System Utility,Programming,CBasic/Mbasic,,,,Microsoft,,,Osborne Computer Corporation,English,1981,,3D1002-02 D,,,,,,,,,Osborne 1,2022.1.27,,,In box 2022.1.24,,
SuperCalc,Software,"5.25"" Floppy Disk",Productivity,Data Management,SuperCalc,,,,Sorcim Corp.,,,Osborne Computer Corporation,English,1981,,3D1002-03 D,,,,,,,,,Osborne 1,2022.1.28,,,In box 2022.1.24,,
WordStar/MailMerge,Software,"5.25"" Floppy Disk",Productivity,Word Processing,WordStar/MailMerge,,,,MicroPro Int.,,,Osborne Computer Corporation,English,1981,,3D1002-01 E,,,,,,,,,Osborne 1,2022.1.29,,,In box 2022.1.24,,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.30,,,"Starbase, StarTrek, Othello, Baseball, Eliza, Dots, Ozpong",,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.31,,,"Starcom, Robots",,
JRT Pascal,Software,"5.25"" Floppy Disk",User Backup,Utility,JRT Pascal,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.32,,,,,
WordStar Aids,Software,"5.25"" Floppy Disk",User Backup,Utility,WordStar Aids,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.33,,,,,
"WordStar, MailMerge, Spell",Software,"5.25"" Floppy Disk",User Backup,Utility,"WordStar, MailMerge, Spell",,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.34,,,,,
Modem 7,Software,"5.25"" Floppy Disk",User Backup,Utility,Modem 7,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.35,,,,,
CP/M System & Utilities,Software,"5.25"" Floppy Disk",User Backup,Utility,CP/M System & Utilities,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.36,,,,,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.37,,,"Star Trek, Star Base",,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.38,,,"Adventure, Zork 1",,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.39,,,"Munch-Kin, Pac-Man, Pac-Man, Nite-Life, My Chess, Invaders",,
System Checker,Software,"5.25"" Floppy Disk",User Backup,Utility,System Checker,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.40,,,,,
"Nevada Fortran, WordStar",Software,"5.25"" Floppy Disk",User Backup,Utility,"Nevada Fortran, WordStar",,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.41,,,,,
WordStar JRT Test Source,Software,"5.25"" Floppy Disk",User Backup,Utility,WordStar JRT Test Source,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.42,,,,,
Personal Pearl,Software,"5.25"" Floppy Disk",Productivity,Data Management,Personal Pearl,,,,Relational Systems,,,Osborne Computer Corp.,English,1982,,9G01601-00,,,,,,,,,Osborne 1,2022.1.43,,,7 Disks,,
Extended Utility Disk,Software,"5.25"" Floppy Disk",System Utility,Operating System,Extended Utility Disk,,,,Digital Research,,,Osborne Computer Corp.,English,1981,,3D10311-00 A,,,,,,,,,Osborne 1,2022.1.44,,,,,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.45,,,"Starbase, StarTrek, Othello, Baseball, Eliza, Dots, Ozpong",,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.46,,,"Banner, Bio-Invaders, Pac-Man, Munch-Kin, MyChess, Nightlife",,
Nevada Fortran with WordStar,Software,"5.25"" Floppy Disk",User Backup,Utility,Nevada Fortran with WordStar,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.47,,,,,
Nevada Cobal with WordStar,Software,"5.25"" Floppy Disk",User Backup,Utility,Nevada Cobal with WordStar,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.48,,,,,
Mbasic Compiler,Software,"5.25"" Floppy Disk",User Backup,Utility,Mbasic Compiler,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.49,,,"Bascom, L80 Linker",,
JRT Pascal,Software,"5.25"" Floppy Disk",User Backup,Utility,JRT Pascal,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.50,,,,,
Graphics Programs,Software,"5.25"" Floppy Disk",User Backup,Media Production,Graphics Programs,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.51,,,"Super Graphics, Super Graphics Mate, Banner",,
P-System Compiler,Software,"5.25"" Floppy Disk",User Backup,Utility,P-System Compiler,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.52,,,,,
P-System Runtime/Filer/Editor,Software,"5.25"" Floppy Disk",User Backup,Utility,P-System Runtime/Filer/Editor,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.53,,,,,
Financial Calcs/BUV,Software,"5.25"" Floppy Disk",User Backup,Utility,Financial Calcs/BUV,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.54,,,,,
Entry Routine/Generator (CIRS Version),Software,"5.25"" Floppy Disk",User Backup,Utility,Entry Routine/Generator (CIRS Version),,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.55,,,,,
Entry Routine/Generator (Standard Version),Software,"5.25"" Floppy Disk",User Backup,Utility,Entry Routine/Generator (Standard Version),,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.56,,,,,
Retirement Income Needs,Software,"5.25"" Floppy Disk",User Backup,Utility,Retirement Income Needs,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.57,,,,,
Comparison 320 Blks,Software,"5.25"" Floppy Disk",User Backup,Utility,Comparison 320 Blks,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.58,,,,,
System 4 word reals REMTALK,Software,"5.25"" Floppy Disk",User Backup,Utility,System 4 word reals REMTALK,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.59,,,,,
Personal Pearl,Software,"5.25"" Floppy Disk",User Backup,Utility,Personal Pearl,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.60,,,4 disk backup,,
MBasic/CBasic,Software,"5.25"" Floppy Disk",User Backup,Utility,MBasic/CBasic,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.61,,,,,
SuperCalc,Software,"5.25"" Floppy Disk",User Backup,Utility,SuperCalc,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.62,,,,,
WordStar/MailMerge,Software,"5.25"" Floppy Disk",User Backup,Utility,WordStar/MailMerge,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.63,,,,,
DBase II Program Gen,Software,"5.25"" Floppy Disk",User Backup,Utility,DBase II Program Gen,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.64,,,,,
Screen Generators,Software,"5.25"" Floppy Disk",User Backup,Utility,Screen Generators,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.65,,,,,
"Super Graphics, Super Graphics Mate, Banner",Software,"5.25"" Floppy Disk",User Backup,Media Production,"Super Graphics, Super Graphics Mate, Banner",,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.66,,,,,
"MBasic, Bascom, LSO",Software,"5.25"" Floppy Disk",User Backup,Utility,"MBasic, Bascom, LSO",,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.67,,,,,
Nevada Cobal with WordStar,Software,"5.25"" Floppy Disk",User Backup,Utility,Nevada Cobal with WordStar,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.68,,,,,
DBase II with Wordstar,Software,"5.25"" Floppy Disk",User Backup,Utility,DBase II with Wordstar,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.69,,,,,
DBase II Aux. Disk,Software,"5.25"" Floppy Disk",User Backup,Utility,DBase II Aux. Disk,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.70,,,,,
CPM Utilities,Software,"5.25"" Floppy Disk",User Backup,Utility,CPM Utilities,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.71,,,,,
CPM Utilities,Software,"5.25"" Floppy Disk",User Backup,Utility,CPM Utilities,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.1.72,,,,,
MailKeeper,Software,"3.5"" Floppy Disk",Productivity,Data Management,MailKeeper,,,,"Paragon Concepts, Inc.",,,Nisus Software Inc.,English,1995,,,,,,,,,,,Macintosh,2022.1.73,,,,,
Night Owl's Shareware,Software,CD-ROM,Collection,Shareware,Night Owl's Shareware,,,,,,,Night Owl Corp.,English,1990,,PDSI-006,,,,,,,,,ISO 9660,2022.1.74,,,https://archive.org/details/Night_Owls_Shareware_-_PDSI-006_-_Night_Owl_Corp_1990,,
ELIZA,Software,"5.25"" Floppy Disk",Artificial Intelligence,Natural Language Processor,ELIZA,,,Version 3.0,"Joseph Weizenbaum, Jeff Shrager",,,MIT Artificial Intelligence Laboratory,English,1981,,281-VO,,,,,,,,,Osborne 1,2022.3.1,,,,,
Hitchhiker's Guide to the Galaxy,Software,"5.25"" Floppy Disk",User Backup,Games,Hitchhiker's Guide to the Galaxy,,,,Infocom,Steve Meretzky,,Infocom,English,1984,,,,,,,,,,,Osborne 1,2022.3.2,,,user-generated copy,,
Addict Pack,Software,"5.25"" Floppy Disk",Collection,Osborne 1,Addict Pack,,,disks 1 - 4,,,,Portable Software,English,1983,,,,,,,,,,,Osborne 1,2022.3.3,,,disks 1-4,,
CBasic/Mbasic,Software,"5.25"" Floppy Disk",System Utility,Programming,CBasic/Mbasic,,,3D1002-02 C,"Microsoft, Digital Research",,,Osborne Computer Corporation,English,1981,,229127872,,,,,,,,,Osborne 1,2022.3.4,,,,,
Osborne WordStar,Software,"5.25"" Floppy Disk",User Backup,Utility,Osborne WordStar,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.3.5,,,user-generated copy,,
Osborne Utilities,Software,"5.25"" Floppy Disk",User Backup,Utility,Osborne Utilities,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.3.6,,,user-generated collection of utility programs,,
Osborne Family Pack,Software,"5.25"" Floppy Disk",Game,Compilation,Osborne Family Pack,,,,,,,Portable Software,English,1982,,,,,,,,,,,Osborne 1,2022.3.7,,,"Valor, Acid Rain, Tag, Land",,
CP/M System,Software,"5.25"" Floppy Disk",System Utility,Operating System,CP/M System,,,3D1002-00 D,Digital Research,,,Osborne Computer Corporation,English,1981,,229128515,,,,,,,,,Osborne 1,2022.3.8,,,,,
Adventure,Software,"5.25"" Floppy Disk",User Backup,Games,Adventure,,,,,,,,,,,,,,,,,,,,Osborne 1,2022.3.9,,,user-generated copy,,
Robot Gladiators,Software,"5.25"" Floppy Disk",Game,Strategy,Robot Gladiators,,,,E. Paul Cohn,,,"Mindware, Portable Software",English,1983,,,,,,,,,,,Osborne 1,2022.3.10,,,,,
Cool Edit Pro,Software,CD-ROM,Creative,Audio Production,Cool Edit Pro,,,V 1.2,"Robert Ellison, David Johnston",,,Syntrillium Software Corporation,English,1999,,CEP12-35834,,,,,,,,,Windows,2022.3.11,,,this software became Adobe Audition,,
Microsoft Word Preview Demonstration Version,Software,"5.25"" Floppy Disk",Productivity,Word Processing,Microsoft Word Preview Demonstration Version,,,"PC World Volume 1, Number 9",Microsoft,,,PC World,English,1983,,,,,,,,,,,DOS,2022.3.12,,,,,
#723 Super Pinball,Software,"5.25"" Floppy Disk",Game,Puzzle Game,#723 Super Pinball,,,#723,,,,PC-SIG,English,,,V. 1.1 90303.GMF,,,,,,,,,DOS,2022.3.13,,,,,
#275 PC-CHECK,Software,"5.25"" Floppy Disk",System Utility,Diagnostic,#275 PC-CHECK,,,#275,,,,PC-SIG,English,,,V. 3 80808.GMF,,,,,,,,,DOS,2022.3.14,,,,,
#1074 Game Fun For All,Software,"5.25"" Floppy Disk",Game,Puzzle Game,#1074 Game Fun For All,,,#1074,,,,PC-SIG,English,,,V. 1 81101.DMC,,,,,,,,,DOS,2022.3.15,,,,,
Misc.,Software,"5.25"" Floppy Disk",User Generated,Multiple,Misc.,,,,,,,,,,,,,,,,,,,,DOS,2022.3.16,,,user-generated disk,,
Bridge,Software,"5.25"" Floppy Disk",User Backup,Games,Bridge,,,,,,,,,,,,,,,,,,,,DOS,2022.3.17,,,user-generated copy,,
Prof. Basic,Software,"5.25"" Floppy Disk",User Backup,Utility,Prof. Basic,,,,,,,,,,,,,,,,,,,,DOS,2022.3.18,,,user-generated copy,,
Misc. Card Games,Software,"5.25"" Floppy Disk",User Backup,Games,Misc. Card Games,,,,,,,,,,,,,,,,,,,,DOS,2022.3.19,,,user-generated copy,,
AFSW 30,Software,"5.25"" Floppy Disk",User Generated,Multiple,AFSW 30,,,,,,,,,,,,,,,,,,,,DOS,2022.3.20,,,user-generated copy,,
PC-RR Rush Hour,Software,"5.25"" Floppy Disk",User Generated,Multiple,PC-RR Rush Hour,,,,,,,,,,,,,,,,,,,,DOS,2022.3.21,,,user-generated copy,,
4x4 OffRoad Race,Software,"5.25"" Floppy Disk",User Backup,Games,4x4 OffRoad Race,,,,,,,,,,,,,,,,,,,,DOS,2022.3.22,,,user-generated copy,,
AFSW 6-B,Software,"5.25"" Floppy Disk",User Generated,Multiple,AFSW 6-B,,,,,,,,,,,,,,,,,,,,DOS,2022.3.23,,,user-generated copy,,
Printmaster,Software,"5.25"" Floppy Disk",User Backup,Utility,Printmaster,,,,,,,,,,,,,,,,,,,,DOS,2022.3.24,,,user-generated copy,,
Starfleet,Software,"5.25"" Floppy Disk",User Backup,Games,Starfleet,,,,,,,,,,,,,,,,,,,,DOS,2022.3.25,,,user-generated copy,,
Sword & Sorcery,Software,"5.25"" Floppy Disk",User Backup,Games,Sword & Sorcery,,,,,,,,,,,,,,,,,,,,DOS,2022.3.26,,,user-generated copy,,
Spiderbot,Software,"5.25"" Floppy Disk",User Backup,Games,Spiderbot,,,,,,,,,,,,,,,,,,,,DOS,2022.3.27,,,user-generated copy,,
DOS 2.1 / Mouse 3.4,Software,"5.25"" Floppy Disk",User Backup,Utility,DOS 2.1 / Mouse 3.4,,,,,,,,,,,,,,,,,,,,DOS,2022.3.28,,,user-generated copy,,
SCOM II,Software,"5.25"" Floppy Disk",User Backup,Utility,SCOM II,,,,,,,,,,,,,,,,,,,,DOS,2022.3.29,,,user-generated copy,,
Twilight Zone,Software,"5.25"" Floppy Disk",User Backup,Games,Twilight Zone,,,,,,,,,,,,,,,,,,,,DOS,2022.3.30,,,"user-generated copy, 3 disks",,
Gauntlet,Software,"5.25"" Floppy Disk",User Backup,Games,Gauntlet,,,,,,,,,,,,,,,,,,,,DOS,2022.3.31,,,user-generated copy,,
Word Games,Software,"5.25"" Floppy Disk",User Backup,Games,Word Games,,,,,,,,,,,,,,,,,,,,DOS,2022.3.32,,,user-generated copy,,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,DOS,2022.3.33,,,user-generated copy,,
Games,Software,"5.25"" Floppy Disk",User Backup,Games,Games,,,,,,,,,,,,,,,,,,,,DOS,2022.3.34,,,user-generated copy,,
Battlehawks,Software,"5.25"" Floppy Disk",User Backup,Games,Battlehawks,,,,,,,,,,,,,,,,,,,,DOS,2022.3.35,,,"user-generated copy, 2 disks",,
Balance of Power,Software,"5.25"" Floppy Disk",User Backup,Games,Balance of Power,,,,,,,,,,,,,,,,,,,,DOS,2022.3.36,,,user-generated copy,,
Pipeflow,Software,"3.5"" Floppy Disk",Productivity,Engineering Tool,Pipeflow,,,,"Dynacomp, Inc.",R.L. Guillen,,Ventura Publishing Co.,English,1987,,,,,,,,,,,DOS,2022.5.2,,,"came in with manual, no example in internet archive",,
Prince of Persia: Warrior Within,Software,ROM Optical Disc,Game,Action-Adventure,Prince of Persia: Warrior Within,,,,Ubisoft Montreal,,,Ubisoft,English,2004,,511984-DVD,,,,,,,,,Xbox,2022.6.16,,,,,
Star Wars the Clone Wars/ Tetris Worlds,Software,ROM Optical Disc,Game,Action-Adventure,Star Wars the Clone Wars/ Tetris Worlds,,,,LucasArts/THQ,,,LucasArts,English,2003,,X09-87736,,,,,,,,,Xbox,2022.6.17,,,,,
Sonic Chaos,Software,Cartridge,Game,Platformer,Sonic Chaos,,,670-3539,"Aspect Co., Ltd.",,,Sega,English,1993,,,,,,,,,,,Sega Game Gear,2022.8.11,,Erik Radio,,,
Sonic The Hedgehog 2,Software,Cartridge,Game,Platformer,Sonic The Hedgehog 2,,,670-2533,"Aspect Co., Ltd.",,,Sega,English,1992,,,,,,,,,,,Sega Game Gear,2022.8.12,,Erik Radio,,,
Sonic Drift 2,Software,Cartridge,Game,Platformer,Sonic Drift 2,,,2562,"Arc Systems Co., Ltd.",,,Sega,English,1995,,,,,,,,,,,Sega Game Gear,2022.8.13,,Erik Radio,,,
The Lucky Dime Caper Starring Donald Duck,Software,Cartridge,Game,Platformer,The Lucky Dime Caper Starring Donald Duck,,,670-1746,Sega AM7,,,Sega,English,1991,,,,,,,,,,,Sega Game Gear,2022.8.14,,Erik Radio,,,
Quest for the Shaven Yak Starring Ren Hoëk & Stimpy,Software,Cartridge,Game,Platformer,Quest for the Shaven Yak Starring Ren Hoëk & Stimpy,,,670-3540,Realtime Associates,,,Sega,English,1993,,,,,,,,,,,Sega Game Gear,2022.8.15,,Erik Radio,,,
Lego Creator: Harry Potter,Software,CD-ROM,Game,Simulation,Lego Creator: Harry Potter,,,,Superscape,,,Lego Interactive,English,2001,,,,,,,,,,,Windows,2022.8.16,,Aryeh Goretsky,,,
The Movies,Software,CD-ROM,Game,Simulation,The Movies,,,,Lionhead Studios,"Adrian Moore, James Brown",,Activision,English,2005,,1-58416-581-2,,,,,,,,,Windows,2022.8.17,,Aryeh Goretsky,,,
The Golden Compass,Software,CD-ROM,Game,Puzzle Game,The Golden Compass,,,,"Shiny Entertainment, Inc.",,,Sega,English,2007,,,,,,,,,,,Windows,2022.8.18,,Aryeh Goretsky,,,
Typing Teacher,Software,CD-ROM,Infotainment,Educational,Typing Teacher,,,,Softkey Multimedia Inc.,,,Softkey Multimedia Inc.,English,1993,,1-56434-950-0,,,,,,,,,Windows,2022.8.19,,Aryeh Goretsky,,,
LEGO Racers,Software,CD-ROM,Game,Action-Adventure,LEGO Racers,,,,High Voltage Software,,,LEGO Media,English,1999,,,,,,,,,,,Windows,2022.8.20,,Aryeh Goretsky,,,
